,city,region,recruitmentFreq,salesFreq,lat,long
763,Highland Park,IL,0.0,5475.0,42.18170166015625,-87.80030059814453
764,Huntington,OH,0.0,5472.0,38.97999954223633,-82.33999633789062
765,Grand Island,NE,0.0,5455.0,40.92639923095703,-98.34200286865234
766,Mendocino,CA,0.0,5450.0,39.307701110839844,-123.79900360107422
767,Oregon Coast,OR,0.0,5436.0,44.12179946899414,-124.1259994506836
768,San Bernardino,CA,0.0,5294.0,34.10829925537109,-117.28900146484379
769,Guadalajara,Mexico,0.0,5251.0,20.673599243164066,-103.34400177001949
770,Salina,KS,0.0,5179.0,38.82500076293945,-97.61000061035156
771,Ajman,UAE,0.0,5116.0,25.40999984741211,55.5099983215332
772,Maui,HI,0.0,5078.0,20.79840087890625,-156.33200073242188
773,Scarborough,UK,0.0,5017.0,54.28310012817383,-0.3997519910335541
774,Scarborough,ON,0.0,5017.0,43.77999877929688,-79.2300033569336
775,Pretoria,South Africa,0.0,4951.0,-25.731300354003906,28.218399047851552
776,Paris,IL,0.0,4511.0,39.61109924316406,-87.69609832763672
777,Taipei,Taiwan,0.0,4503.0,25.091100692749023,121.55999755859379
778,Huntsville,TX,0.0,4470.0,30.723499298095703,-95.55079650878906
779,Huntsville,ON,0.0,4470.0,45.33000183105469,-79.2300033569336
780,St George,UT,0.0,4457.0,37.095298767089844,-113.5780029296875
781,North York,ON,0.0,4391.0,43.7599983215332,-79.41999816894531
782,Hillsborough,CA,0.0,4367.0,37.57419967651367,-122.37799835205078
783,Sioux City,IA,0.0,4256.0,42.5,-96.40029907226562
784,Tel Aviv,Israel,0.0,4181.0,32.066200256347656,34.777801513671875
785,Riverside,CA,0.0,3997.0,33.939998626708984,-117.41000366210938
786,Mansfield,OH,0.0,3996.0,40.758399963378906,-82.5154037475586
787,Roseburg,OR,0.0,3976.0,43.21649932861328,-123.34200286865234
788,Bozeman,MT,0.0,3826.0,45.678001403808594,-111.04299926757812
789,Richmond Hill,ON,0.0,3783.0,43.88999938964844,-79.44000244140625
790,Eastern Shore,MD,0.0,3778.0,38.36780166625977,-75.5291976928711
791,Bali,Indonesia,0.0,3703.0,-8.260000228881836,115.08999633789062
792,Kowloon,Hong Kong,0.0,3689.0,22.31859970092773,114.18000030517578
793,Ithaca,NY,0.0,3676.0,42.44400024414063,-76.50189971923828
794,York Region,ON,0.0,3518.0,44.060001373291016,-79.45999908447266
795,Moses Lake,WA,0.0,3481.0,47.13010025024414,-119.27799987792969
796,Newmarket,ON,0.0,3480.0,44.060001373291016,-79.45999908447266
797,Eau Claire,WI,0.0,3477.0,44.81129837036133,-91.49849700927734
798,Guayaquil,Ecuador,0.0,3462.0,-2.1710000038146973,-79.92240142822266
799,Grand Forks,ND,0.0,3393.0,47.92530059814453,-97.03289794921876
800,Fremont,CA,0.0,3378.0,37.548301696777344,-121.98799896240234
801,Victoria,TX,0.0,3378.0,28.80529975891113,-97.00360107421876
802,Everett,MA,0.0,3340.0,42.40829849243164,-71.05419921875
803,Twin Falls,ID,0.0,3338.0,42.5629997253418,-114.46099853515624
804,Zanesville,OH,0.0,3307.0,39.97010040283203,-82.00769805908203
805,Mason City,IA,0.0,3286.0,43.15359878540039,-93.20079803466795
806,Sarnia,ON,0.0,3208.0,42.9744987487793,-82.40660095214844
807,Manalapan,NJ,0.0,3181.0,40.25719833374024,-74.39610290527344
808,St Joseph,MO,0.0,3166.0,39.75790023803711,-94.83650207519531
809,Wenatchee,WA,0.0,3155.0,47.423500061035156,-120.30999755859376
810,Farmington,NM,0.0,3154.0,36.72809982299805,-108.21900177001952
811,Laplace,LA,0.0,3148.0,30.0664005279541,-90.4800033569336
812,Costa Mesa,CA,0.0,3127.0,33.64120101928711,-117.91899871826172
813,Regina,SK,0.0,3106.0,50.4547004699707,-104.60700225830078
814,Watertown,NY,0.0,3099.0,43.97480010986328,-75.91079711914062
815,Lima,Peru,0.0,3060.0,-12.047800064086914,-77.06220245361328
816,Hialeah,FL,0.0,3026.0,25.857200622558604,-80.2782974243164
817,Sierra Vista,AZ,0.0,2991.0,31.545499801635746,-110.2770004272461
818,Imperial County,CA,0.0,2946.0,33.011398315429695,-115.4729995727539
819,Ukiah,CA,0.0,2930.0,39.150299072265625,-123.20700073242188
820,Outer Banks,NC,0.0,2900.0,35.24800109863281,-75.53929901123047
821,Fort Dodge,IA,0.0,2858.0,42.497501373291016,-94.16799926757812
822,Woodbridge,VA,0.0,2844.0,38.65810012817383,-77.25
823,Cape Girardeau,MO,0.0,2833.0,37.30580139160156,-89.51809692382812
824,Bloomington,IN,0.0,2785.0,39.16529846191406,-86.52639770507812
825,Athens,OH,0.0,2780.0,39.329200744628906,-82.10140228271484
826,Oceanside,CA,0.0,2728.0,33.19580078125,-117.37899780273438
827,Lahaina,HI,0.0,2702.0,20.87829971313477,-156.6820068359375
828,Miami Beach,FL,0.0,2699.0,25.79030036926269,-80.13030242919922
829,Bogota,Colombia,0.0,2671.0,4.633363912633098,-74.07464127163901
830,Show Low,AZ,0.0,2651.0,34.254199981689446,-110.02999877929688
831,Beirut,Lebanon,0.0,2647.0,33.888599395751946,35.49549865722656
832,Monroe,MI,0.0,2638.0,41.91640090942383,-83.39769744873047
833,Kihei,HI,0.0,2638.0,20.78499984741211,-156.46600341796875
834,Chillicothe,OH,0.0,2543.0,39.333099365234375,-82.9823989868164
835,Great Falls,MT,0.0,2529.0,47.50030136108398,-111.30000305175777
836,Dumas,TX,0.0,2525.0,35.8656005859375,-101.9729995727539
837,Torrance,CA,0.0,2489.0,33.835800170898445,-118.33999633789062
838,Tuscarawas County,OH,0.0,2483.0,40.44089889526367,-81.47370147705078
839,Helena,MT,0.0,2479.0,46.59579849243164,-112.0270004272461
840,Riviera Beach,FL,0.0,2472.0,26.774999618530284,-80.05829620361328
841,Hoboken,NJ,0.0,2433.0,40.74399948120117,-74.03240203857422
842,North Platte,NE,0.0,2339.0,41.14030075073242,-100.76000213623048
843,IL,USA,0.0,2288.0,40.63309860229492,-89.39849853515625
844,Doha,Qatar,0.0,2236.0,25.286699295043945,51.53329849243164
845,Logan,UT,0.0,2205.0,41.73699951171875,-111.83399963378906
846,Johor Bahru,Malaysia,0.0,2160.0,1.4900000095367432,103.73999786376952
847,Pullman,WA,0.0,2131.0,46.731300354003906,-117.18000030517578
848,Bangor,ME,0.0,2129.0,44.80110168457031,-68.77829742431639
849,Missoula,MT,0.0,2094.0,46.87300109863281,-114.02100372314452
850,Kenai,AK,0.0,2090.0,60.55440139770508,-151.25799560546875
851,Council Bluffs,IA,0.0,1980.0,41.26190185546875,-95.86080169677734
852,Ashtabula,OH,0.0,1957.0,41.8651008605957,-80.78980255126953
853,Duluth,MN,0.0,1952.0,46.78670120239258,-92.10050201416016
854,Elko,NV,0.0,1928.0,40.83240127563477,-115.76300048828124
855,Brainerd,MN,0.0,1919.0,46.35810089111328,-94.20059967041016
856,Karachi,Pakistan,0.0,1915.0,31.45219993591309,74.29329681396484
857,Henderson,NC,0.0,1915.0,36.32939910888672,-78.39939880371094
858,Salinas,PR,0.0,1884.0,17.979400634765625,-66.29830169677734
859,Mankato,MN,0.0,1851.0,44.16360092163086,-93.99939727783205
860,Quebec City,QC,0.0,1797.0,46.80329895019531,-71.2427978515625
861,Oneonta,NY,0.0,1782.0,42.45289993286133,-75.06379699707031
862,Langley,BC,0.0,1744.0,49.099998474121094,-122.6500015258789
863,Kauai,HI,0.0,1681.0,22.096399307250977,-159.5260009765625
864,San Rafael,CA,0.0,1659.0,37.97600173950195,-122.52999877929688
865,San Rafael,Argentina,0.0,1659.0,-34.61320114135742,-68.34100341796875
866,Plattsburgh,NY,0.0,1624.0,44.699501037597656,-73.4529037475586
867,Manila,Philippines,0.0,1622.0,14.599499702453613,120.98400115966795
868,Lahore,Pakistan,0.0,1612.0,31.45219993591309,74.29329681396484
869,Cuenca,Ecuador,0.0,1586.0,-2.9000000953674316,-79.01000213623047
870,Fairbanks,AK,0.0,1571.0,64.83779907226561,-147.71600341796875
871,Klamath Falls,OR,0.0,1562.0,42.22489929199219,-121.78199768066406
872,Burnaby,BC,0.0,1559.0,49.25,-122.9499969482422
873,Abidjan,Ivory Coast,0.0,1556.0,5.630000114440918,-4.25
874,Del Rio,TX,0.0,1543.0,29.37089920043945,-100.89600372314452
875,Aberdeen,SD,0.0,1529.0,45.464698791503906,-98.48609924316406
876,Panama City,FL,0.0,1462.0,30.15880012512207,-85.66020202636719
877,Ottumwa,IA,0.0,1415.0,41.01599884033203,-92.4083023071289
878,Quincy,IL,0.0,1412.0,41.38050079345703,-90.3936996459961
879,East Oregon,OR,0.0,1399.0,43.804100036621094,-120.5540008544922
880,Chula Vista,CA,0.0,1380.0,32.639999389648445,-117.08300018310548
881,Penang,Malaysia,0.0,1350.0,5.429999828338623,100.30000305175777
882,Federal Way,WA,0.0,1326.0,47.3224983215332,-122.31099700927734
883,Thunder Bay,ON,0.0,1321.0,48.38090133666992,-89.2477035522461
884,Santa Monica,CA,0.0,1314.0,34.0,-118.5
885,Napa,CA,0.0,1306.0,38.29750061035156,-122.28700256347656
886,Susanville,CA,0.0,1299.0,40.41630172729492,-120.65299987792964
887,Skowhegan,ME,0.0,1296.0,44.76499938964844,-69.71970367431639
888,Waterville,ME,0.0,1285.0,44.55189895629883,-69.6322021484375
889,Bemidji,MN,0.0,1282.0,47.47359848022461,-94.88030242919922
890,Siskiyou County,CA,0.0,1254.0,41.77429962158203,-122.5770034790039
891,CA,USA,0.0,1247.0,37.25510025024414,-119.61799621582036
892,Brandon,MB,0.0,1246.0,49.84000015258789,-99.94000244140624
893,Bandung,Indonesia,0.0,1230.0,-6.9099998474121085,107.61000061035156
894,Dhaka,Bangladesh,0.0,1218.0,23.81030082702637,90.4124984741211
895,Elk Grove,CA,0.0,1209.0,38.40890121459961,-121.37100219726562
896,Kenosha,WI,0.0,1190.0,42.58470153808594,-87.82109832763672
897,Kirksville,MO,0.0,1184.0,40.194801330566406,-92.5832977294922
898,Pasco,WA,0.0,1169.0,46.23970031738281,-119.0989990234375
899,Incheon,South Korea,0.0,1137.0,37.456298828125,126.70500183105464
900,Suwon-si,South Korea,0.0,1119.0,37.26359939575195,127.02899932861328
901,Dartmouth,NS,0.0,1118.0,44.66669845581055,-63.56669998168945
902,Scottsbluff,NE,0.0,1093.0,41.866600036621094,-103.66699981689452
903,Salvador,Brazil,0.0,1072.0,-12.970399856567385,-38.51240158081055
904,Bedford,UK,0.0,1056.0,52.13800048828125,-0.4639999866485595
905,Islamabad,Pakistan,0.0,1036.0,31.45219993591309,74.29329681396484
906,Natchez,MS,0.0,1035.0,31.560400009155284,-91.4031982421875
907,Butte,MT,0.0,1028.0,46.00389862060547,-112.53399658203124
908,Kalispell,MT,0.0,1010.0,48.19580078125,-114.31199645996094
909,Port Angeles,WA,0.0,1006.0,48.11830139160156,-123.4290008544922
910,Christiansburg,VA,0.0,991.0,37.12969970703125,-80.4092025756836
911,Dover,UK,0.0,991.0,51.12789916992188,1.3134000301361084
912,Stratford,UK,0.0,985.0,51.54330062866211,-0.001870000036433327
913,West Bank,Israel,0.0,975.0,31.959999084472656,35.29999923706055
914,Noida,UP,0.0,964.0,28.53339958190918,77.3821029663086
915,Mexico City,Mexico,0.0,925.0,19.432600021362305,-99.1332015991211
916,Clovis,NM,0.0,908.0,34.25960159301758,-103.23899841308594
917,Nottingham,UK,0.0,889.0,52.95479965209961,-1.1581100225448608
918,San Angelo,TX,0.0,861.0,31.46360015869141,-100.43699645996094
919,Secaucus,NJ,0.0,833.0,40.789398193359375,-74.05690002441406
920,Santo Domingo,Dominican Republic,0.0,825.0,18.735700607299805,-70.16269683837889
921,Waltham,MA,0.0,821.0,42.37639999389648,-71.23609924316406
922,Coral Gables,FL,0.0,809.0,25.721099853515625,-80.26860046386719
923,Managua,Nicaragua,0.0,803.0,12.13640022277832,-86.25140380859375
924,Owen Sound,ON,0.0,802.0,44.56900024414063,-80.94059753417969
925,Hangzhou,China,0.0,793.0,30.274099349975586,120.15499877929688
926,Sherbrooke,QC,0.0,788.0,45.4010009765625,-71.88240051269531
927,Chino,CA,0.0,751.0,34.01219940185547,-117.68900299072266
928,SD,USA,0.0,744.0,43.96950149536133,-99.90180206298828
929,Canary Wharf,UK,0.0,741.0,51.50540161132813,-0.023533299565315243
930,Yuba City,CA,0.0,740.0,39.14059829711914,-121.61599731445312
931,Petaling Jaya,Malaysia,0.0,709.0,3.083329916000366,101.6500015258789
932,Puebla,Mexico,0.0,702.0,19.04129981994629,-98.2061996459961
933,Mason City,IA 50401,0.0,693.0,43.15359878540039,-93.20099639892578
934,Rapid City,SD,0.0,684.0,44.08050155639648,-103.2310028076172
935,Williston,ND,0.0,681.0,48.13330078125,-103.63300323486328
936,Kota Bharu,Malaysia,0.0,677.0,6.133279800415039,102.23899841308594
937,Juneau,AK,0.0,657.0,64.20079803466797,-149.49400329589844
938,Chengdu,China,0.0,646.0,30.57229995727539,104.06700134277344
939,St John,NB,0.0,632.0,46.56529998779297,-66.46189880371094
940,Dickinson,ND,0.0,626.0,46.87919998168945,-102.78900146484376
941,Kennewick,WA,0.0,593.0,46.21139907836914,-119.13600158691406
942,Newham,UK,0.0,582.0,51.5255012512207,0.03519999980926513
943,Leduc,AB,0.0,571.0,53.2667007446289,-113.53299713134766
944,Thornton,CO,0.0,554.0,39.86809921264648,-104.97100067138672
945,Thousand Oaks,CA,0.0,538.0,34.17060089111328,-118.83799743652344
946,Chilliwack,BC,0.0,533.0,49.16669845581055,-121.9499969482422
947,Eden,NC,0.0,524.0,36.48830032348633,-79.76689910888672
948,Nanjing,China,0.0,514.0,32.06029891967773,118.7969970703125
949,Southampton,UK,0.0,514.0,50.90969848632813,-1.4043500423431396
950,Tuscarawas,OH,0.0,485.0,40.39789962768555,-81.42790222167969
951,Norwich,UK,0.0,475.0,52.63090133666992,1.2973599433898926
952,Leicester,UK,0.0,472.0,52.63690185546875,-1.1397600173950195
953,Coral Springs,FL,0.0,459.0,26.27079963684082,-80.27079772949219
954,Surabaya,Indonesia,0.0,451.0,-7.26423978805542,112.74600219726562
955,Dalian,China,0.0,444.0,38.91400146484375,121.61499786376952
956,Medellin,Colombia,0.0,442.0,6.2359299659729,-75.57510375976562
957,ON,Canada,0.0,434.0,51.25379943847656,-85.32319641113281
958,Monterrey,Mexico,0.0,434.0,25.673200607299805,-100.30899810791016
959,Woodville,MS,0.0,434.0,31.104400634765625,-91.29940032958984
960,Puerto Vallarta,Mexico,0.0,429.0,20.653400421142575,-105.2249984741211
961,Saguenay,QC,0.0,428.0,48.4281005859375,-71.06849670410156
962,Osaka,Japan,0.0,426.0,34.69369888305664,135.50199890136722
963,San Juan,PR,0.0,425.0,18.468299865722656,-66.10610198974611
964,Mountain View,CA,0.0,424.0,37.38610076904297,-122.08399963378906
965,Prince Albert,SK,0.0,410.0,53.20009994506836,-105.76799774169922
966,Shenyang,China,0.0,410.0,41.80569839477539,123.43099975585938
967,Rio de Janeiro,Brazil,0.0,406.0,-22.903499603271484,-43.20959854125977
968,Lawrenceville,GA,0.0,406.0,33.956100463867195,-83.98809814453125
969,Xian,China,0.0,397.0,34.341598510742195,108.94000244140624
970,Ankara,Turkey,0.0,385.0,39.93339920043945,32.85969924926758
971,Greenwood,SC,0.0,383.0,34.195301055908196,-82.16190338134766
972,Tower Hamlets,UK,0.0,381.0,51.520301818847656,-0.029300000518560406
973,Concepcion,Chile,0.0,373.0,-36.81890106201172,-73.05030059814453
974,Rancho Cucamonga,CA,0.0,373.0,34.106399536132805,-117.59300231933594
975,Wuhan,China,0.0,368.0,30.59309959411621,114.30500030517578
976,Reykjavik,Iceland,0.0,364.0,64.13330078125,-21.933300018310547
977,Ealing,UK,0.0,363.0,51.51330184936523,-0.3043000102043152
978,Graham,WA,0.0,359.0,47.0531005859375,-122.29299926757812
979,Yellowknife,NT,0.0,350.0,64.82550048828125,-124.84600067138672
980,Newburgh,NY,0.0,349.0,41.50329971313477,-74.01080322265625
981,Chongqing,China,0.0,345.0,29.5629997253418,106.552001953125
982,Herndon,VA,0.0,331.0,38.969398498535156,-77.38639831542969
983,Airdrie,AB,0.0,330.0,51.2667007446289,-114.01699829101562
984,Lloydminster,AB,0.0,327.0,53.27000045776367,-110.02999877929688
985,Palo Alto,CA,0.0,318.0,37.44300079345703,-122.14399719238277
986,Sao Paulo,Brazil,0.0,316.0,-23.54890060424805,-46.63880157470703
987,Lambeth,UK,0.0,310.0,51.45709991455078,-0.12309999763965605
988,Williamsburg,VA,0.0,306.0,37.270599365234375,-76.70780181884766
989,La Paz,Bolivia,0.0,306.0,-16.499000549316403,-68.14620208740234
990,Braintree,MA,0.0,299.0,42.22219848632813,-71.0
991,Coquitlam,BC,0.0,295.0,49.2667007446289,-122.78299713134766
992,Arequipa,Peru,0.0,292.0,-16.40999984741211,-71.54000091552734
993,Whitehorse,YT,0.0,290.0,64.28230285644531,-135.0
994,Shelby,NC,0.0,289.0,35.292198181152344,-81.53579711914062
995,Hackney,UK,0.0,287.0,51.55179977416992,-0.06459999829530715
996,Oxnard,CA,0.0,273.0,34.197498321533196,-119.177001953125
997,Queretaro,Mexico,0.0,271.0,20.59000015258789,-100.38999938964844
998,Penticton,BC,0.0,271.0,49.5,-119.58300018310548
999,Toulouse,France,0.0,269.0,43.604698181152344,1.4442100524902344
1000,Merseyside,UK,0.0,269.0,53.39759826660156,-2.943660020828247
1001,Victoria,Honduras,0.0,263.0,15.48330020904541,-87.81670379638672
1002,Antofagasta,Chile,0.0,262.0,-23.65089988708496,-70.39749908447266
1003,Lewisham,UK,0.0,261.0,51.44150161743164,-0.011699999682605235
1004,Puerto Plata,Dominican Republic,0.0,260.0,19.799999237060547,-70.68329620361328
1005,Santa Clarita,CA,0.0,255.0,34.391700744628906,-118.54299926757812
1006,Spruce Grove,AB,0.0,250.0,53.53329849243164,-113.91699981689452
1007,Guanajuato,Mexico,0.0,249.0,21.01810073852539,-101.25800323486328
1008,Kyoto,Japan,0.0,245.0,35.009998321533196,135.75999450683594
1009,Antalya,Turkey,0.0,242.0,36.89690017700195,30.71330070495605
1010,Hanover,Germany,0.0,241.0,52.37590026855469,9.732009887695312
1011,Jerusalem,Israel,0.0,238.0,31.768299102783203,35.21369934082031
1012,Okinawa,Japan,0.0,224.0,26.21240043640137,127.68099975585938
1013,Nagoya,Japan,0.0,222.0,35.181400299072266,136.906005859375
1014,Sault Ste. Marie,ON,0.0,221.0,46.52190017700195,-84.34609985351562
1015,Buenos Aires,Argentina,0.0,211.0,-34.60369873046875,-58.38159942626953
1016,Pampanga,Philippines,0.0,210.0,15.079400062561035,120.62000274658205
1017,Kanata,ON,0.0,210.0,45.308799743652344,-75.89869689941406
1018,Western Cape,South Africa,0.0,209.0,-33.227798461914055,21.85689926147461
1019,Sosúa,Dominican Republic,0.0,209.0,19.75,-70.5167007446289
1020,New London,CT,0.0,209.0,41.349998474121094,-72.08999633789062
1021,Oxfordshire,UK,0.0,208.0,51.76119995117188,-1.2464699745178225
1022,Naples,Italy,0.0,204.0,40.85179901123047,14.268099784851074
1023,Marysville,WA,0.0,204.0,48.05189895629883,-122.1760025024414
1024,Ibiza,Spain,0.0,201.0,40.46369934082031,-3.74921989440918
1025,Trois Rivieres,QC,0.0,199.0,46.34320068359375,-72.54329681396484
1026,Dunn,NC,0.0,196.0,35.30609893798828,-78.60919952392578
1027,Acapulco,Mexico,0.0,196.0,16.863800048828125,-99.88159942626952
1028,Framingham,MA,0.0,188.0,42.27920150756836,-71.41670227050781
1029,Winchester,VA,0.0,187.0,39.18560028076172,-78.1635971069336
1030,Boca Raton,FL,0.0,187.0,26.368000030517567,-80.11699676513672
1031,Winchester,UK,0.0,186.0,51.05979919433594,-1.3101400136947632
1032,Haifa,Israel,0.0,184.0,32.830398559570305,34.974300384521484
1033,La Serena,Chile,0.0,184.0,-29.908000946044922,-71.26399993896484
1034,Warner Robins,GA,0.0,181.0,32.620800018310554,-83.5999984741211
1035,Grenoble,France,0.0,177.0,45.1884994506836,5.724520206451416
1036,Iquique,Chile,0.0,176.0,-20.23500061035156,-70.13600158691406
1037,Busan,South Korea,0.0,174.0,35.17959976196289,129.07600402832028
1038,Hounslow,UK,0.0,172.0,51.4827995300293,-0.3882000148296356
1039,Curitiba,Brazil,0.0,171.0,-25.42840003967285,-49.27330017089844
1040,Caracas,Venezuela,0.0,168.0,10.491000175476074,-66.902099609375
1041,Braslia,Brazil,0.0,166.0,-15.780099868774414,-47.92919921875
1042,Cali,Colombia,0.0,164.0,3.4372200965881348,-76.52249908447266
1043,Harrow,UK,0.0,163.0,51.58060073852539,-0.3419950008392334
1044,Dundee,Scotland,0.0,162.0,56.46200180053711,-2.970720052719116
1045,Santiago,Dominican Republic,0.0,159.0,19.450000762939453,-70.69999694824219
1046,Davao City,Philippines,0.0,159.0,7.1907100677490225,125.45500183105464
1047,Nunavut,Canada,0.0,159.0,69.42980194091797,-88.64109802246094
1048,Boca Chica,Dominican Republic,0.0,158.0,18.450000762939453,-69.59999847412111
1049,Chihuahua,Mexico,0.0,156.0,28.63529968261719,-106.08899688720707
1050,Simi Valley,CA,0.0,151.0,34.26940155029297,-118.78199768066406
1051,Northglenn,CO,0.0,148.0,39.88560104370117,-104.98699951171876
1052,PEI,Canada,0.0,148.0,46.619300842285156,-63.13520050048828
1053,Estevan,SK,0.0,147.0,49.1500015258789,-103.0
1054,Nashua,NH,0.0,146.0,42.76539993286133,-71.46759796142578
1055,Yorkton,SK,0.0,146.0,51.21670150756836,-102.46700286865234
1056,Piura,Peru,0.0,141.0,-5.178289890289307,-80.65489959716797
1057,Fort Saskatchewan,AB,0.0,141.0,53.71670150756836,-113.1999969482422
1058,Swindon,UK,0.0,138.0,51.55580139160156,-1.7797199487686155
1059,Bahia,Brazil,0.0,137.0,-11.409899711608887,-41.28089904785156
1060,County Durham,UK,0.0,137.0,54.71379852294922,-1.7810000181198118
1061,Fukuoka,Japan,0.0,132.0,33.59040069580078,130.40199279785156
1062,Vera cruz,Mexico,0.0,128.0,19.173799514770508,-96.13420104980469
1063,Hermosillo,Mexico,0.0,127.0,29.09160041809082,-110.9459991455078
1064,Daegu,South Korea,0.0,127.0,35.87139892578125,128.60099792480472
1065,Hampstead,UK,0.0,126.0,51.55569839477539,-0.17620299756526944
1066,Tallinn,Estonia,0.0,122.0,59.4370002746582,24.75359916687012
1067,Okotoks,AB,0.0,119.0,50.71670150756836,-113.96700286865234
1068,Freeport,Bahamas,0.0,117.0,26.533300399780284,-78.69999694824219
1069,Porto Alegre,Brazil,0.0,116.0,-30.027700424194336,-51.22869873046875
1070,Rajahmundry,AP,0.0,116.0,16.996099472045902,81.80159759521484
1071,Algarve,Portugal,0.0,116.0,37.01940155029297,-7.9304399490356445
1072,Waltham Forest,UK,0.0,114.0,51.588600158691406,-0.011800000444054602
1073,Belo Horizonte,Brazil,0.0,114.0,-19.919099807739254,-43.9385986328125
1074,DE,USA,0.0,110.0,38.91080093383789,-75.52770233154297
1075,San Lorenzo,PR,0.0,110.0,18.1914005279541,-65.96140289306639
1076,Nairobi,Kenya,0.0,108.0,-1.283329963684082,36.81669998168945
1077,Montevideo,Uruguay,0.0,108.0,-34.88359832763672,-56.18190002441406
1078,North Richland Hills,TX,0.0,108.0,32.83420181274414,-97.22859954833984
1079,Manta,Ecuador,0.0,108.0,-0.9499999880790709,-80.7332992553711
1080,Bucaramanga,SAN,0.0,103.0,7.1170997619628915,-73.12930297851562
1081,Oaxaca,Mexico,0.0,102.0,17.05940055847168,-96.72160339355469
1082,Hillingdon,UK,0.0,101.0,51.53519821166992,-0.4481000006198883
1083,Schwerin,Germany,0.0,101.0,53.63550186157226,11.401200294494627
1084,Tigard,OR,0.0,99.0,45.43140029907226,-122.7699966430664
1085,Fairmont,WV,0.0,99.0,39.48500061035156,-80.1427993774414
1086,Hot Springs,AR,0.0,97.0,34.50360107421875,-93.05500030517578
1087,Trujillo,Peru,0.0,96.0,-8.109999656677246,-79.02999877929688
1088,Mendoza,Argentina,0.0,94.0,-34.61320114135742,-68.34100341796875
1089,MD,USA,0.0,93.0,39.045799255371094,-76.64129638671875
1090,UT,USA,0.0,91.0,39.32099914550781,-111.09400177001952
1091,Sapporo,Japan,0.0,89.0,43.06209945678711,141.35400390625
1092,Goteborg,Sweden,0.0,88.0,57.708900451660156,11.974599838256836
1093,Big Spring,TX,0.0,86.0,32.250301361083984,-101.47799682617188
1094,Rishon LeZion,M,0.0,85.0,31.97690010070801,34.79439926147461
1095,Udaipur,India,0.0,84.0,24.57999992370605,73.70999908447266
1096,Fortaleza,Brazil,0.0,83.0,-3.7183899879455566,-38.543399810791016
1097,Faro Algarve,Portugal,0.0,83.0,37.02000045776367,-7.929999828338622
1098,Florida,Uruguay,0.0,81.0,-34.09560012817383,-56.21419906616211
1099,FL,USA,0.0,81.0,27.75,-81.5999984741211
1100,Pompano Beach,FL,0.0,80.0,26.23749923706055,-80.125
1101,Northern Virginia,VA,0.0,80.0,38.83599853515625,-77.30000305175781
1102,Salem,NC,0.0,79.0,35.689998626708984,-81.69000244140625
1103,Harrison,AR,0.0,78.0,36.229698181152344,-93.10749816894531
1104,Fajardo,PR,0.0,78.0,18.327800750732425,-65.65280151367189
1105,Hiroshima,Japan,0.0,77.0,34.38520050048828,132.45500183105472
1106,Littleton,CO,0.0,73.0,39.61330032348633,-105.01599884033205
1107,Recife,Brazil,0.0,71.0,-8.054280281066895,-34.881301879882805
1108,Barking and Dagenham,UK,0.0,70.0,51.53889846801758,0.14740000665187833
1109,Dartford,UK,0.0,67.0,51.44620132446289,0.2169000059366226
1110,Clarksburg,WV,0.0,64.0,39.28060150146485,-80.3447036743164
1111,Brno,Czech Republic,0.0,64.0,49.20000076293945,16.63330078125
1112,Sendai,Japan,0.0,63.0,38.2681999206543,140.86900329589844
1113,Caguas,PR,0.0,61.0,18.236099243164066,-66.04889678955078
1114,Cesena,Italy,0.0,61.0,44.13959884643555,12.246399879455565
1115,Montt,Chile,0.0,57.0,-32.316699981689446,-71.06670379638672
1116,Kankakee,IL,0.0,57.0,41.11999893188477,-87.86109924316406
1117,Haringey,UK,0.0,56.0,51.590599060058594,-0.11100000143051146
1118,Tasmania,Australia,0.0,56.0,-41.3650016784668,146.6280059814453
1119,Denham Springs,LA,0.0,56.0,30.4867000579834,-90.9561004638672
1120,Blacksburg,VA,0.0,55.0,37.13719940185547,-80.67829895019531
1121,ME,USA,0.0,54.0,45.25379943847656,-69.44550323486328
1122,IN,USA,0.0,53.0,40.2672004699707,-86.13490295410156
1123,Phuket,Thailand,0.0,50.0,7.880449771881103,98.39230346679688
1124,Nelson,New Zealand,0.0,50.0,-41.28329849243164,173.2830047607422
1125,Ipoh,Malaysia,0.0,49.0,4.584099769592285,101.08300018310548
1126,IA,USA,0.0,49.0,41.87799835205078,-93.0977020263672
1127,OH,USA,0.0,47.0,40.41730117797852,-82.90709686279297
1128,WY,USA,0.0,46.0,43.07600021362305,-107.29000091552734
1129,HI,USA,0.0,46.0,19.89679908752441,-155.58299255371094
1130,Liège,Belgium,0.0,46.0,50.63330078125,5.566669940948486
1131,Shawnee,KS,0.0,45.0,39.04169845581055,-94.72000122070312
1132,Springs,South Africa,0.0,44.0,-26.25,28.399999618530284
1133,Hamilton,New Zealand,0.0,43.0,-37.78329849243164,175.2830047607422
1134,North Battleford,SK,0.0,43.0,52.7667007446289,-108.28299713134766
1135,Heredia,Costa Rica,0.0,42.0,10.002400398254396,-84.11650085449219
1136,Cucuta,Colombia,0.0,41.0,7.894169807434082,-72.50389862060547
1137,Arizona,Honduras,0.0,41.0,15.633299827575685,-87.31670379638672
1138,AZ,USA,0.0,41.0,34.048900604248054,-111.09400177001949
